brand,fuel_type,engine_size,horsepower,price,city_mpg,highway_mpg,num_doors,body_style,drive_wheels,curb_weight
Nissan,diesel,1.9,203,37536,31,35,4,sedan,4wd,3588
Mazda,diesel,3.4,116,48609,26,33,4,hatchback,fwd,2509
Peugeot,gas,1.6,203,26888,16,21,2,wagon,4wd,3121
Hyundai,diesel,1.6,137,11814,19,22,4,hatchback,rwd,2379
Plymouth,gas,2.5,186,24953,28,31,2,hardtop,fwd,2728
Mercedes-Benz,diesel,3.3,97,32235,24,29,2,hardtop,fwd,3135
Subaru,diesel,1.9,78,21462,28,35,4,wagon,fwd,2099
Honda,gas,1.5,81,5170,32,42,2,hardtop,fwd,3808
Audi,gas,2.9,174,42151,30,38,4,hardtop,fwd,3721
Mitsubishi,diesel,1.4,208,49180,25,34,2,wagon,4wd,1524
Dodge,gas,2.6,139,39721,15,19,2,sedan,4wd,2465
Honda,gas,3.0,227,49128,30,33,2,hardtop,rwd,3383
Porsche,diesel,3.5,87,31188,34,43,2,hatchback,rwd,2329
Ford,diesel,2.7,133,27372,24,31,4,sedan,fwd,3543
Peugeot,diesel,2.6,174,42321,15,25,2,hardtop,fwd,2264
Renault,gas,1.8,139,41401,20,23,4,hatchback,fwd,3882
Hyundai,diesel,1.7,189,19492,21,25,2,sedan,fwd,3643
Peugeot,diesel,3.2,250,47493,21,30,2,hatchback,rwd,3730
Mitsubishi,gas,2.6,103,28269,29,34,4,hatchback,fwd,3011
Peugeot,gas,2.9,228,20134,18,28,4,hatchback,fwd,2707
Toyota,gas,3.2,138,18524,32,38,2,wagon,4wd,2707
Plymouth,diesel,2.1,128,24536,33,36,4,hardtop,fwd,1655
Chevrolet,gas,2.3,193,9060,29,37,2,hatchback,fwd,3638
Mazda,gas,1.6,119,22262,34,40,4,sedan,4wd,3096
Saab,diesel,1.6,158,13871,20,25,4,wagon,fwd,3791
Honda,gas,1.7,77,39440,26,32,4,hardtop,rwd,1582
Volkswagen,gas,1.8,228,49860,18,24,4,sedan,rwd,1552
BMW,diesel,2.6,112,42992,22,30,2,wagon,rwd,3802
Peugeot,gas,2.4,218,35573,27,36,4,hardtop,fwd,3007
Nissan,gas,3.5,241,6934,29,35,2,wagon,rwd,1777
Hyundai,diesel,1.6,246,15230,31,40,2,wagon,rwd,3313
Subaru,diesel,2.9,192,40793,19,24,4,wagon,rwd,2094
Mercedes-Benz,diesel,2.3,224,48163,25,34,4,hardtop,rwd,1897
Honda,diesel,2.3,226,36162,19,22,2,hatchback,4wd,2737
Audi,gas,2.3,91,20872,29,32,2,hatchback,fwd,3189
Mercedes-Benz,gas,2.1,148,11014,20,27,2,sedan,rwd,2227
Mazda,diesel,2.4,74,47305,34,41,4,hatchback,rwd,2608
Saab,diesel,2.2,174,15717,24,27,2,hardtop,rwd,3916
Mercedes-Benz,diesel,2.3,151,44047,28,36,4,hatchback,4wd,2880
Honda,diesel,1.6,92,8798,26,29,2,hatchback,4wd,2893
Toyota,gas,1.8,70,8932,24,34,2,hatchback,fwd,2799
Volkswagen,gas,2.4,108,17094,24,28,4,sedan,fwd,3069
Volkswagen,diesel,3.0,177,6813,33,37,4,hatchback,4wd,2115
Porsche,diesel,3.0,207,42574,24,33,2,sedan,rwd,2906
BMW,diesel,2.8,91,21195,15,25,2,hatchback,fwd,1867
Volvo,gas,2.8,81,47868,24,31,4,wagon,fwd,3622
BMW,diesel,1.6,160,18080,18,22,4,hardtop,rwd,2599
Ford,diesel,2.2,224,43479,21,24,4,hardtop,4wd,3486
Volvo,diesel,3.4,240,42429,21,25,2,sedan,4wd,1531
Saab,gas,1.6,138,40907,32,42,2,wagon,fwd,3461
Mercedes-Benz,gas,1.9,174,26084,15,22,4,hatchback,4wd,3565
Chevrolet,diesel,2.5,124,18102,25,32,4,wagon,4wd,2469
Peugeot,gas,1.5,127,43324,18,23,2,sedan,4wd,2860
Porsche,diesel,3.4,84,43867,30,36,2,wagon,4wd,2588
Toyota,diesel,3.3,82,5598,22,26,4,sedan,rwd,3404
Saab,gas,3.0,211,22242,34,40,2,sedan,4wd,3682
Chevrolet,gas,1.6,98,14136,31,34,2,hatchback,rwd,1873
Saab,diesel,1.9,181,25132,32,37,4,wagon,4wd,2514
Saab,diesel,1.8,197,47779,30,37,4,wagon,4wd,2231
Toyota,gas,2.3,191,26288,16,19,4,hardtop,4wd,3072
Toyota,gas,3.4,218,15016,25,32,4,hatchback,rwd,3019
Volkswagen,diesel,2.1,127,48070,32,41,2,hardtop,4wd,2134
Chevrolet,diesel,2.3,146,11983,31,37,4,hardtop,fwd,3626
BMW,diesel,2.8,178,10047,34,41,4,sedan,fwd,3189
Mazda,diesel,2.5,116,8882,22,32,4,wagon,fwd,2352
Hyundai,gas,3.0,73,35918,20,27,2,sedan,4wd,2204
Mitsubishi,gas,2.2,188,37968,20,25,2,sedan,fwd,3698
Honda,gas,3.0,157,47836,33,36,2,wagon,4wd,2390
Porsche,diesel,2.0,227,23353,33,42,4,wagon,rwd,3557
Chevrolet,diesel,3.4,119,31755,20,23,2,hardtop,4wd,2662
Plymouth,gas,3.3,143,26990,22,29,2,wagon,4wd,3807
BMW,gas,3.4,180,5801,16,25,2,wagon,4wd,3282
Saab,gas,3.5,245,9000,31,37,4,wagon,4wd,1935
Saab,gas,3.5,160,12211,23,30,2,sedan,fwd,1879
Volkswagen,gas,1.8,178,45175,34,41,4,hardtop,rwd,2800
Subaru,gas,2.5,94,49378,22,30,2,hardtop,4wd,1608
Volvo,diesel,2.2,122,18200,27,34,2,hatchback,rwd,3187
Dodge,gas,1.9,163,30138,25,30,4,sedan,4wd,2905
Dodge,gas,1.8,239,29961,25,33,4,hardtop,4wd,3062
Honda,gas,3.4,204,32092,16,20,2,sedan,4wd,2804
Saab,gas,2.8,188,27737,25,33,2,hatchback,rwd,2401
Saab,gas,2.5,163,39039,34,37,4,sedan,4wd,2956
Volvo,gas,1.6,233,48993,19,27,2,hardtop,rwd,2249
Toyota,diesel,2.7,174,7361,35,45,4,sedan,fwd,3519
Toyota,gas,2.8,168,33437,29,39,4,hatchback,rwd,2282
Audi,diesel,1.8,141,19905,25,32,4,hardtop,fwd,3150
Dodge,gas,3.4,125,47684,32,37,2,hatchback,rwd,2338
Ford,diesel,1.5,82,42718,34,39,4,hatchback,4wd,2229
Dodge,gas,3.2,182,18426,22,28,2,hatchback,4wd,3180
Toyota,diesel,3.5,73,32171,21,24,4,hatchback,4wd,3567
Chevrolet,gas,2.6,85,19960,26,31,2,hatchback,4wd,1769
Nissan,gas,2.3,216,28462,31,36,2,hardtop,rwd,1776
Chevrolet,diesel,1.6,82,15285,17,24,4,sedan,rwd,2496
Mercedes-Benz,gas,1.9,164,26756,22,29,2,sedan,4wd,3422
Audi,diesel,2.4,117,19492,18,23,4,hardtop,rwd,3980
Toyota,diesel,2.3,211,45714,34,37,4,hatchback,rwd,1919
Volkswagen,gas,3.3,247,15833,30,40,4,hardtop,4wd,3841
Subaru,gas,2.1,218,28939,32,35,4,wagon,fwd,1687
Saab,gas,3.4,121,38295,21,30,2,wagon,rwd,3373
Volkswagen,diesel,3.4,212,37527,27,36,2,hardtop,fwd,1770
Peugeot,diesel,2.5,148,8962,25,28,2,sedan,rwd,1510
Mazda,diesel,2.6,204,40905,29,39,2,hardtop,fwd,1886
Honda,gas,2.8,165,32549,30,35,2,sedan,4wd,1877
Hyundai,gas,2.3,124,25673,31,40,4,wagon,4wd,1927
Saab,gas,3.1,108,7059,29,33,4,wagon,4wd,3036
Audi,diesel,1.6,222,42354,19,29,4,hardtop,rwd,1685
Honda,diesel,3.1,79,12035,24,28,4,wagon,4wd,2731
Subaru,gas,1.7,122,6471,21,29,2,hardtop,rwd,3320
Volvo,diesel,3.4,139,49567,26,34,2,wagon,fwd,1529
Mazda,diesel,3.4,113,21044,16,23,4,wagon,fwd,1804
Porsche,gas,1.9,201,38616,26,33,4,sedan,rwd,3518
Volkswagen,gas,2.0,238,25247,24,32,2,sedan,4wd,1835
Ford,gas,3.0,175,37002,16,24,4,wagon,4wd,1896
Mitsubishi,gas,1.5,70,41395,15,25,2,hardtop,fwd,2586
Dodge,gas,3.2,216,39620,23,29,2,hatchback,rwd,3163
Volvo,gas,1.6,124,28943,33,38,2,sedan,4wd,3129
Ford,diesel,2.7,146,9896,19,26,4,wagon,4wd,3017
Ford,diesel,1.9,109,6127,33,36,4,hardtop,rwd,2164
Chevrolet,diesel,2.1,181,29977,20,28,2,sedan,rwd,3090
Audi,gas,1.6,85,32434,32,42,2,hatchback,fwd,2863
Mazda,diesel,2.3,236,26348,22,26,2,sedan,4wd,3438
Audi,gas,2.4,194,35149,20,24,2,wagon,rwd,1798
Peugeot,gas,3.1,237,24093,32,42,2,wagon,fwd,2569
BMW,gas,2.8,209,25724,20,25,4,hardtop,rwd,2507
Peugeot,gas,2.1,103,28401,21,30,2,sedan,rwd,1756
Volkswagen,gas,2.7,231,13190,17,24,4,hardtop,4wd,2989
Porsche,gas,3.0,111,30233,24,32,2,wagon,rwd,3718
Ford,diesel,3.3,165,31464,15,20,4,wagon,4wd,2989
Subaru,diesel,2.3,218,34613,22,26,2,sedan,4wd,3072
Volvo,diesel,2.6,177,31079,20,29,2,hatchback,fwd,2839
Peugeot,gas,3.2,244,10340,32,42,4,hardtop,4wd,2199
Porsche,gas,2.0,136,43469,31,41,2,sedan,rwd,1775
BMW,gas,1.9,249,12510,31,35,4,sedan,fwd,2980
Audi,gas,2.1,218,18976,22,28,4,sedan,rwd,1974
Mazda,diesel,1.5,204,37131,28,35,2,sedan,rwd,2746
Honda,gas,1.5,187,39020,34,44,2,hatchback,4wd,1770
Saab,diesel,1.7,217,7819,22,29,4,wagon,4wd,3795
Honda,diesel,2.9,198,48339,34,40,2,hardtop,4wd,2082
Volkswagen,gas,2.1,114,29962,32,41,4,hatchback,4wd,2053
BMW,diesel,1.4,130,43713,18,25,2,sedan,fwd,3448
Toyota,gas,2.2,79,28178,17,24,4,wagon,fwd,3794
Volvo,gas,1.8,180,13020,23,26,4,wagon,rwd,2976
Subaru,gas,3.4,144,37150,15,21,2,hardtop,fwd,3163
Audi,diesel,2.5,206,36503,19,22,4,hatchback,fwd,1593
Toyota,diesel,1.6,175,42159,32,42,4,hatchback,fwd,3383
Mercedes-Benz,diesel,3.3,125,18589,20,26,4,hatchback,4wd,3293
Dodge,diesel,1.8,103,42314,27,36,2,sedan,rwd,2410
Mercedes-Benz,gas,2.6,160,47590,23,28,4,hatchback,4wd,2304
Mazda,gas,2.1,205,11854,23,27,4,wagon,fwd,3813
BMW,diesel,2.7,140,16567,16,22,2,wagon,rwd,2465
Volkswagen,diesel,1.8,232,39682,27,33,2,hatchback,4wd,3309
BMW,gas,1.5,185,46878,29,37,2,hatchback,fwd,2698
Plymouth,diesel,2.2,146,9715,26,35,4,sedan,rwd,2568
Dodge,gas,1.5,174,11518,15,21,4,sedan,rwd,2714
Volkswagen,gas,1.8,169,20385,32,39,2,sedan,4wd,3650
Audi,diesel,2.9,75,18382,15,22,4,hatchback,4wd,2887
Saab,diesel,2.9,165,49032,29,33,2,sedan,4wd,1701
Volkswagen,gas,2.8,236,24255,30,39,2,wagon,fwd,3079
Mitsubishi,gas,3.5,165,37690,25,33,4,sedan,4wd,3015
Mitsubishi,gas,1.7,90,14485,30,35,2,wagon,4wd,2377
Peugeot,diesel,2.2,157,30399,23,29,4,sedan,rwd,3231
Mercedes-Benz,gas,2.1,205,26669,22,32,2,wagon,fwd,2052
Audi,gas,2.1,113,12002,32,37,2,wagon,fwd,3931
Peugeot,diesel,2.5,174,13979,21,24,2,wagon,4wd,1815
Mazda,diesel,1.4,144,33537,17,20,2,wagon,4wd,3805
Ford,gas,2.3,95,35972,23,33,4,sedan,fwd,3759
Honda,gas,1.9,240,25381,35,40,2,hardtop,fwd,2412
BMW,gas,1.8,145,19007,24,32,4,hatchback,fwd,1746
Saab,diesel,2.9,146,5282,33,36,2,hardtop,rwd,3813
Porsche,diesel,2.7,178,29953,15,24,2,wagon,4wd,2179
Honda,gas,2.3,107,20541,17,22,4,sedan,4wd,1505
Mercedes-Benz,diesel,2.3,199,32962,21,24,2,hardtop,fwd,3787
Renault,gas,1.7,70,21415,28,32,2,sedan,fwd,1972
Mitsubishi,gas,2.1,131,49739,21,29,2,wagon,4wd,1552
Subaru,diesel,2.5,178,39336,18,21,4,hatchback,4wd,3107
Nissan,diesel,2.7,128,26150,19,22,4,hatchback,fwd,3457
Peugeot,gas,2.5,218,48755,29,36,4,hatchback,fwd,3897
Volvo,gas,1.5,215,48443,24,27,2,sedan,fwd,2559
Volvo,diesel,1.5,84,47574,15,22,4,hardtop,fwd,2903
Peugeot,gas,2.5,95,16521,29,39,4,hardtop,rwd,1613
Porsche,diesel,2.5,217,28725,35,44,4,wagon,fwd,2768
Volvo,gas,2.2,160,44342,18,25,2,sedan,fwd,3341
BMW,gas,2.7,73,41918,21,30,4,sedan,4wd,2815
Chevrolet,diesel,3.0,124,14320,31,37,2,hardtop,fwd,2188
Saab,diesel,2.0,151,37255,29,38,4,hatchback,fwd,2056
Peugeot,diesel,3.0,222,15981,17,25,2,sedan,rwd,1527
Saab,gas,3.5,182,31435,30,35,4,wagon,rwd,2811
Mazda,diesel,1.7,166,33813,24,33,2,hardtop,4wd,3987
Porsche,gas,3.3,84,14777,21,24,4,hardtop,4wd,1768
BMW,gas,1.9,119,40290,33,38,2,hardtop,4wd,2469
Volkswagen,gas,2.7,167,26140,33,37,4,hardtop,4wd,2081
Peugeot,diesel,1.9,121,42564,22,30,2,sedan,rwd,2256
Saab,diesel,3.2,181,45109,17,21,2,sedan,fwd,2291
Renault,diesel,3.0,153,26506,15,24,4,wagon,rwd,2900
Nissan,gas,3.2,101,48754,16,26,4,hardtop,fwd,3488
Nissan,gas,2.5,107,7275,30,40,2,hatchback,fwd,3917
Renault,diesel,3.2,80,44368,18,21,4,wagon,fwd,2201
Ford,gas,3.1,166,34132,35,45,2,wagon,4wd,1579
Volkswagen,gas,1.6,169,13232,31,40,4,sedan,fwd,2373
Toyota,gas,1.4,104,16395,19,26,4,sedan,rwd,1728
Ford,gas,2.9,99,10208,21,25,2,hardtop,4wd,2048
Mitsubishi,diesel,3.0,234,7023,32,40,4,wagon,rwd,2606
Toyota,gas,2.2,181,46933,30,38,4,wagon,fwd,2981
Peugeot,gas,2.6,248,5625,28,35,2,hatchback,fwd,3272
Porsche,diesel,2.3,104,41400,28,33,4,sedan,4wd,2175
Volvo,gas,1.4,153,14941,23,29,4,hatchback,fwd,3297
Peugeot,diesel,2.2,250,21975,24,31,2,hatchback,rwd,3104
Renault,diesel,2.4,228,10364,33,41,4,wagon,fwd,3050
Plymouth,diesel,2.3,93,29316,30,34,2,sedan,4wd,3313
Audi,diesel,3.1,125,19305,30,33,4,hatchback,4wd,3113
Chevrolet,gas,3.3,141,22715,26,34,2,hatchback,4wd,3279
Volkswagen,gas,2.9,161,15703,26,36,2,hatchback,4wd,3353
Volvo,diesel,2.9,234,34068,16,20,2,sedan,rwd,3586
Dodge,gas,1.8,230,26093,20,24,2,hardtop,4wd,2881
Nissan,gas,2.2,76,6536,29,34,4,hardtop,4wd,2102
Volvo,gas,1.5,146,14270,21,28,4,hatchback,fwd,2280
Nissan,diesel,2.9,112,43918,32,39,2,sedan,fwd,3602
BMW,gas,2.8,167,14009,33,40,2,hardtop,fwd,2374
Volkswagen,diesel,2.3,155,34481,28,36,4,hardtop,4wd,1809
Volvo,diesel,2.4,85,16563,18,24,2,wagon,4wd,2777
Toyota,gas,1.7,219,23349,25,29,4,hatchback,rwd,2498
Mercedes-Benz,diesel,2.0,83,40360,16,19,4,hatchback,4wd,2379
Chevrolet,gas,3.0,191,28066,24,27,4,hardtop,fwd,3733
Volvo,gas,1.7,146,31684,29,38,4,wagon,rwd,2589
Saab,diesel,1.5,82,30986,31,37,2,hatchback,4wd,2905
Toyota,diesel,2.6,186,13415,17,22,4,hardtop,4wd,2797
Toyota,gas,2.7,133,21113,34,43,2,hatchback,fwd,2988
Hyundai,diesel,2.7,198,15219,32,42,2,hatchback,4wd,2928
Dodge,diesel,2.8,206,40482,24,29,2,hardtop,4wd,2385
Saab,diesel,2.0,135,31852,31,35,4,sedan,rwd,2701
Hyundai,gas,3.0,194,20569,31,40,2,wagon,4wd,1562
BMW,gas,2.7,152,12881,27,31,2,hatchback,4wd,2862
Toyota,gas,3.4,93,12054,26,32,4,hatchback,4wd,2162
Peugeot,diesel,3.0,209,14141,33,39,4,sedan,rwd,2116
Saab,diesel,2.8,233,14705,23,30,4,hatchback,4wd,3333
Honda,diesel,3.3,95,29016,18,21,2,wagon,rwd,3697
Mazda,diesel,3.2,97,40566,23,30,4,wagon,4wd,3039
Honda,diesel,2.8,196,41483,20,25,2,hardtop,rwd,3393
Mercedes-Benz,gas,3.1,192,38076,22,26,4,hatchback,rwd,3477
Volvo,diesel,3.1,129,45768,23,26,4,wagon,4wd,3052
Chevrolet,diesel,2.0,135,39778,20,29,4,sedan,4wd,2001
Subaru,gas,2.1,100,22101,16,24,2,sedan,rwd,3700
Chevrolet,diesel,2.2,186,11937,26,36,4,hatchback,rwd,1507
Mercedes-Benz,diesel,3.0,228,45729,19,27,4,hatchback,fwd,3257
Chevrolet,gas,2.0,100,17130,28,33,4,hardtop,4wd,2335
Renault,gas,1.7,95,12924,30,34,2,hatchback,rwd,3659
Toyota,gas,2.7,118,25985,32,35,2,sedan,4wd,2844
Porsche,gas,3.5,241,8286,35,40,4,wagon,4wd,1837
Toyota,gas,2.5,151,48804,27,32,4,sedan,fwd,1803
Chevrolet,diesel,2.9,108,7657,32,40,4,wagon,fwd,3989
Honda,gas,2.3,250,8221,34,37,2,hatchback,rwd,1554
Peugeot,gas,1.6,119,46629,35,44,4,sedan,fwd,2494
Saab,diesel,1.4,96,29478,17,23,4,hardtop,fwd,1858
Chevrolet,diesel,2.8,111,44187,24,33,2,hatchback,rwd,3228
Volvo,diesel,2.8,147,7996,24,27,4,hatchback,4wd,3052
Chevrolet,diesel,3.0,74,45893,15,23,4,hardtop,4wd,2623
Toyota,gas,2.9,118,25048,32,38,4,wagon,4wd,3636
Volvo,diesel,1.9,221,11172,27,36,2,wagon,4wd,3788
Dodge,diesel,2.1,130,31506,20,26,4,wagon,rwd,1830
Volvo,diesel,3.1,238,13690,27,35,4,wagon,4wd,3731
Honda,diesel,2.5,141,28286,19,22,2,wagon,rwd,2218
Hyundai,gas,1.5,156,22678,23,27,4,hatchback,4wd,2591
Hyundai,gas,3.0,221,49687,31,35,2,sedan,4wd,3646
Mazda,gas,3.0,144,27905,32,35,4,hardtop,rwd,1613
Dodge,gas,2.9,193,34755,17,23,4,wagon,rwd,3660
Ford,gas,1.8,89,29082,26,31,4,hardtop,fwd,1930
Hyundai,diesel,2.6,198,29152,22,32,4,hatchback,4wd,3379
Mercedes-Benz,gas,2.5,170,12616,16,23,2,hardtop,4wd,2452
Volvo,diesel,1.5,131,21833,34,40,2,hatchback,fwd,2511
Mercedes-Benz,diesel,1.5,176,32663,22,25,2,hardtop,rwd,3570
Dodge,diesel,2.0,170,48510,32,39,2,sedan,4wd,3031
Nissan,gas,3.0,149,22917,16,24,2,sedan,rwd,2659
Mitsubishi,diesel,3.1,120,10236,29,39,2,wagon,rwd,3310
Honda,gas,1.6,169,26145,17,20,4,sedan,fwd,3823
Hyundai,gas,1.7,247,8627,19,25,4,hardtop,4wd,2676
Nissan,diesel,2.0,102,16790,27,30,4,sedan,fwd,2635
Volvo,gas,1.8,171,5305,17,25,4,hardtop,fwd,1815
Renault,diesel,2.8,226,17512,19,28,2,sedan,fwd,2944
Dodge,gas,1.5,76,12459,27,34,2,hardtop,rwd,3591
Mazda,diesel,3.1,102,8286,28,36,2,hatchback,fwd,1844
Volvo,gas,3.0,173,11916,33,39,4,wagon,rwd,1545
Chevrolet,diesel,2.0,195,7346,17,22,2,hardtop,fwd,3657
Ford,diesel,2.1,134,40824,22,27,4,hardtop,fwd,2359
Volvo,gas,1.4,212,39246,17,22,4,hardtop,4wd,1673
Volvo,gas,1.7,180,29654,19,29,4,hatchback,4wd,2627
Subaru,gas,2.8,245,18724,28,34,4,sedan,rwd,3943
Audi,diesel,2.9,196,20346,19,23,4,hardtop,fwd,3112
Mitsubishi,gas,2.3,105,25173,15,24,2,hatchback,fwd,1948
Toyota,diesel,1.6,142,14949,27,34,4,sedan,4wd,2871
Hyundai,gas,3.2,137,9155,19,23,4,hatchback,fwd,1902
Audi,diesel,1.6,108,18672,24,29,4,wagon,4wd,2573
Subaru,diesel,1.9,71,28660,28,31,2,hardtop,rwd,1603
Toyota,diesel,2.4,166,19534,30,39,2,wagon,rwd,1892
Volvo,diesel,1.5,213,33941,18,28,2,hatchback,4wd,2492
Mazda,diesel,1.5,202,35801,16,22,2,hardtop,fwd,3768
Renault,gas,2.4,144,12532,23,32,4,hardtop,rwd,3171
Toyota,gas,1.5,211,5327,33,37,4,hardtop,fwd,1708
Nissan,gas,2.9,104,8440,15,24,4,wagon,4wd,3150
Toyota,diesel,2.1,198,7288,28,33,4,sedan,4wd,3178
Porsche,diesel,2.3,122,20417,27,34,2,sedan,4wd,1942
Honda,gas,2.3,166,32609,21,24,2,wagon,rwd,3808
Porsche,diesel,1.8,164,49754,19,25,2,hatchback,4wd,3695
Mitsubishi,gas,2.0,74,45253,17,27,4,hardtop,4wd,2332
Saab,diesel,2.3,144,22266,17,22,2,sedan,fwd,1794
Subaru,diesel,3.3,156,28418,15,19,2,hardtop,rwd,3390
Dodge,diesel,1.9,110,23016,15,23,2,sedan,fwd,3880
Saab,gas,1.6,209,18944,15,18,2,sedan,4wd,3684
Hyundai,gas,2.8,123,33144,23,28,2,wagon,4wd,2527
BMW,diesel,1.8,111,14094,33,38,2,hatchback,4wd,2961
Chevrolet,diesel,1.8,194,11079,23,28,2,wagon,4wd,3584
Dodge,gas,1.9,190,33452,27,34,4,hatchback,fwd,3204
Mazda,diesel,2.3,154,24514,26,30,4,wagon,rwd,3667
Peugeot,gas,2.8,249,25486,35,38,2,hatchback,rwd,2880
Volkswagen,diesel,2.4,249,32333,33,41,2,hardtop,rwd,1950
Plymouth,gas,3.3,112,28511,23,27,4,hatchback,rwd,2704
Nissan,gas,3.4,134,36928,28,37,2,wagon,rwd,1720
Mitsubishi,diesel,2.3,230,28853,18,24,2,hatchback,rwd,3222
Chevrolet,diesel,2.9,227,25973,34,42,2,sedan,4wd,1763
Audi,diesel,1.8,92,9574,28,35,2,hardtop,rwd,2428
Chevrolet,gas,2.2,163,29226,18,24,2,hatchback,4wd,2458
Volvo,diesel,1.8,99,34369,25,31,2,sedan,4wd,3225
BMW,gas,3.3,242,37511,17,24,4,sedan,rwd,3230
Toyota,gas,2.3,136,18256,18,22,4,hardtop,fwd,3119
Mitsubishi,gas,2.0,140,49498,35,40,4,hardtop,4wd,1648
Hyundai,diesel,2.0,141,6467,31,38,4,sedan,rwd,2762
Mazda,diesel,2.9,242,20425,34,44,2,hatchback,fwd,2432
Dodge,diesel,3.3,218,17190,17,27,4,wagon,fwd,3717
BMW,gas,3.2,121,41982,19,25,4,hatchback,rwd,3869
Toyota,diesel,1.4,226,26830,25,35,2,hatchback,fwd,2098
Subaru,gas,3.3,174,10148,15,18,4,hatchback,fwd,2207
Toyota,diesel,2.0,108,8015,19,22,2,hardtop,4wd,1597
Mazda,gas,2.0,71,28958,31,41,2,sedan,rwd,1873
BMW,diesel,3.0,178,37588,32,35,2,hardtop,4wd,2113
Audi,diesel,3.4,107,29077,24,33,4,sedan,fwd,3352
Hyundai,diesel,1.9,170,24949,17,21,2,sedan,rwd,2726
Peugeot,gas,2.5,97,29422,35,40,4,wagon,4wd,1617
Mazda,gas,3.5,168,5557,22,32,4,sedan,fwd,2379
Renault,gas,3.4,104,26543,30,40,4,hatchback,4wd,1772
Ford,gas,2.4,197,39180,33,39,2,hatchback,4wd,3338
Mazda,gas,2.5,208,12466,26,29,4,sedan,4wd,1882
Honda,gas,3.0,250,32767,23,32,4,hatchback,rwd,3609
Subaru,diesel,1.6,215,28800,26,32,4,hatchback,rwd,2151
Volvo,gas,2.5,247,7002,18,24,4,wagon,4wd,2038
Renault,gas,2.5,155,5421,16,26,2,sedan,fwd,2190
Toyota,diesel,2.4,243,17150,16,20,4,wagon,fwd,3854
Peugeot,diesel,2.2,137,24788,34,43,2,hardtop,4wd,2972
Toyota,gas,2.6,212,31875,35,43,4,hardtop,4wd,2074
Renault,gas,1.6,91,21559,31,41,4,hatchback,rwd,3953
Ford,gas,2.4,143,21414,32,42,4,sedan,4wd,2151
Ford,diesel,3.3,108,38939,28,35,2,sedan,fwd,2294
Volkswagen,diesel,3.2,138,48343,16,21,2,sedan,fwd,2941
BMW,diesel,2.7,177,38759,23,28,4,sedan,rwd,2711
Volkswagen,gas,3.0,199,34277,19,26,4,wagon,rwd,3402
Chevrolet,diesel,3.0,79,14626,16,19,4,hardtop,fwd,2135
Dodge,diesel,1.5,155,31644,29,32,2,hardtop,fwd,2014
Nissan,diesel,2.3,169,25271,33,39,2,hatchback,fwd,3317
Audi,gas,1.5,103,7828,25,33,4,hardtop,4wd,3383
Hyundai,diesel,1.7,91,42265,29,36,2,wagon,4wd,3524
Dodge,diesel,3.3,218,24027,29,33,2,hardtop,fwd,3278
Peugeot,diesel,1.6,125,37470,30,40,4,wagon,fwd,2573
Subaru,diesel,2.3,226,25296,27,31,4,sedan,rwd,1567
BMW,gas,2.6,156,20479,21,24,4,hatchback,fwd,1894
Saab,gas,2.1,234,6839,30,33,2,hardtop,fwd,3361
Mercedes-Benz,gas,1.7,207,7171,35,40,4,sedan,4wd,3919
BMW,diesel,3.5,175,23025,28,31,4,wagon,4wd,3554
Honda,diesel,3.2,87,37398,25,29,2,hatchback,4wd,2275
Hyundai,gas,3.2,188,23474,27,37,2,hatchback,rwd,2350
Peugeot,diesel,2.6,156,33487,29,33,4,sedan,4wd,1937
Renault,diesel,2.9,249,45004,35,44,2,hardtop,4wd,1810
Peugeot,diesel,3.3,102,39791,31,38,4,sedan,4wd,3598
Plymouth,gas,2.8,178,12843,22,29,2,wagon,fwd,2209
Renault,diesel,2.2,148,46539,18,26,4,sedan,fwd,3908
Subaru,gas,2.7,217,38633,23,26,2,wagon,4wd,1676
Plymouth,diesel,2.1,80,40927,18,24,4,hatchback,fwd,2766
Volvo,gas,3.5,174,43125,27,33,2,hardtop,fwd,2629
Mercedes-Benz,gas,1.7,114,20752,18,21,2,wagon,4wd,3272
Mercedes-Benz,diesel,1.6,193,36850,18,24,4,wagon,fwd,3798
Toyota,gas,3.3,231,41555,34,43,2,sedan,4wd,2100
Toyota,gas,2.0,205,26239,18,27,4,sedan,fwd,3799
BMW,gas,2.6,120,48986,30,35,4,hardtop,4wd,1823
Dodge,gas,1.5,237,30309,20,23,2,hatchback,fwd,3738
Volkswagen,gas,3.4,147,27174,28,35,2,hatchback,fwd,3447
Renault,gas,1.7,200,19720,23,32,4,hatchback,4wd,1547
BMW,gas,1.5,200,7867,35,45,2,hardtop,4wd,3386
Mazda,diesel,3.4,184,35342,25,33,2,hatchback,rwd,3317
Mercedes-Benz,diesel,2.9,224,37049,17,21,4,hardtop,fwd,2843
Chevrolet,diesel,3.3,143,46404,25,34,2,hardtop,fwd,3223
Porsche,diesel,2.5,127,45324,30,35,2,wagon,rwd,1670
Volkswagen,gas,2.9,235,27286,17,25,4,hardtop,4wd,1524
Honda,diesel,3.4,72,49261,29,37,4,hatchback,rwd,2700
Mazda,diesel,1.5,178,32735,19,27,4,sedan,rwd,3691
Subaru,diesel,1.4,88,24105,35,43,2,wagon,rwd,2018
Volvo,gas,1.4,118,35057,21,25,2,sedan,4wd,1554
